moisture,temperature,ph,ec,nitrogen,phosphorus,potassium,disease
64.3,20.1,6.1,1184.2,15.4,20.4,10.9,damping_off
64.7,21.7,6.43,1079.6,18.9,23.1,27.4,damping_off
75.1,24.7,5.65,1170.5,24.2,36.1,20.7,damping_off
73.3,24.7,5.88,1091.9,10.6,39.0,16.0,damping_off
63.6,23.7,5.85,1018.3,24.5,27.3,12.9,damping_off
62.5,23.4,6.31,898.8,20.6,34.0,28.4,damping_off
72.9,26.6,6.16,953.6,29.2,37.1,15.4,damping_off
66.2,24.7,5.53,1124.3,10.0,28.2,24.9,damping_off
68.7,27.3,5.9,994.5,15.3,33.8,16.4,damping_off
74.9,20.6,6.44,881.6,18.8,21.1,14.7,damping_off
64.7,20.3,6.32,1166.6,18.3,26.3,14.8,damping_off
74.2,27.2,6.08,1096.8,16.2,37.8,16.8,damping_off
72.2,24.3,5.58,1097.3,25.1,27.1,17.8,damping_off
75.5,21.0,6.49,969.1,18.1,27.5,18.4,damping_off
70.6,27.1,6.09,1088.5,16.3,24.7,10.6,damping_off
66.4,27.0,6.34,886.2,13.0,28.5,23.7,damping_off
63.6,26.6,5.79,960.7,17.6,22.9,10.7,damping_off
63.6,22.5,6.32,840.3,12.4,24.6,17.7,damping_off
72.0,23.8,5.94,1098.4,24.8,25.0,12.3,damping_off
64.3,26.8,5.69,1002.4,24.6,29.2,24.4,damping_off
63.5,21.0,5.54,973.4,14.4,40.0,20.9,damping_off
77.2,27.7,5.75,1106.9,16.0,30.8,15.6,damping_off
62.2,23.9,5.54,885.2,24.7,39.3,27.7,damping_off
78.7,20.4,5.87,851.5,14.1,28.3,23.0,damping_off
62.8,26.3,6.36,1037.2,12.3,22.3,15.5,damping_off
72.0,25.4,6.34,1047.7,11.7,25.9,27.4,damping_off
75.4,21.8,5.95,858.1,26.6,38.0,12.6,damping_off
65.3,25.2,5.56,1179.0,11.1,32.9,17.0,damping_off
76.2,23.9,5.66,971.7,21.5,28.6,13.0,damping_off
80.0,22.9,5.68,1051.2,17.1,32.5,17.3,damping_off
76.6,20.3,5.85,892.4,11.6,38.5,10.6,damping_off
74.5,25.8,5.64,809.2,18.8,26.6,23.2,damping_off
66.9,22.5,6.06,1016.8,13.1,26.9,11.1,damping_off
70.1,26.9,5.69,923.0,26.9,22.1,28.0,damping_off
61.0,21.8,5.71,960.1,19.0,21.0,29.8,damping_off
74.1,25.7,6.2,1032.6,29.9,27.7,12.1,damping_off
62.3,23.5,5.85,1101.9,14.6,27.9,15.6,damping_off
23.1,33.3,6.01,610.7,52.3,26.7,40.0,southern_blight
24.9,26.4,6.52,464.2,44.4,34.2,31.3,southern_blight
37.0,26.5,6.71,405.9,50.8,34.1,50.8,southern_blight
39.9,27.7,6.28,438.5,53.0,21.3,43.6,southern_blight
25.1,30.6,6.31,738.6,55.8,28.7,48.0,southern_blight
21.7,26.6,6.0,567.9,62.0,34.3,47.7,southern_blight
27.4,28.8,6.58,452.3,52.0,35.9,53.8,southern_blight
33.7,29.6,6.3,444.7,40.2,26.2,58.0,southern_blight
21.5,31.3,6.49,412.8,46.8,28.2,54.8,southern_blight
24.3,32.6,6.02,464.2,60.1,39.5,56.8,southern_blight
31.6,26.4,6.22,545.9,48.2,37.7,53.8,southern_blight
29.6,33.4,5.82,787.5,69.8,21.1,59.6,southern_blight
38.6,30.0,6.65,737.0,55.7,32.3,40.9,southern_blight
38.5,26.7,6.6,567.3,47.6,23.6,48.8,southern_blight
26.0,32.3,6.78,544.6,53.6,31.8,39.8,southern_blight
38.9,32.2,6.02,703.2,43.9,35.4,33.5,southern_blight
26.8,29.5,6.07,462.6,62.6,36.2,40.9,southern_blight
22.1,26.5,6.45,777.8,46.6,20.0,40.0,southern_blight
23.6,30.2,5.82,667.4,66.6,32.7,34.9,southern_blight
31.9,32.7,5.95,694.5,49.4,23.2,31.7,southern_blight
30.0,30.9,6.44,602.4,45.9,26.9,44.5,southern_blight
37.7,32.1,6.14,400.6,66.0,24.5,59.6,southern_blight
32.6,33.1,5.95,596.4,43.6,25.5,47.9,southern_blight
25.2,32.9,5.87,586.9,41.9,22.0,46.5,southern_blight
37.5,31.3,6.15,423.8,48.2,29.3,33.8,southern_blight
35.1,33.7,6.77,546.0,63.5,20.6,38.6,southern_blight
30.8,33.0,6.44,632.4,42.8,27.5,30.5,southern_blight
27.4,30.6,6.69,537.0,53.2,23.1,31.7,southern_blight
22.7,27.9,5.85,680.7,64.4,37.8,52.2,southern_blight
37.1,32.8,6.28,437.1,60.9,29.5,53.9,southern_blight
24.0,28.4,6.67,730.7,56.5,37.7,35.8,southern_blight
32.4,27.7,6.76,501.5,52.3,27.2,39.5,southern_blight
39.1,28.6,6.41,423.5,48.5,31.1,51.3,southern_blight
24.8,28.0,5.86,784.1,58.1,23.8,38.7,southern_blight
23.2,30.8,6.51,527.2,56.4,24.2,50.9,southern_blight
27.0,28.5,5.93,685.4,40.6,27.7,33.5,southern_blight
33.5,30.7,5.98,535.4,55.3,34.0,51.1,southern_blight
39.1,29.6,6.02,406.2,57.2,20.7,40.9,southern_blight
29.2,28.5,6.6,590.9,49.8,33.3,48.6,southern_blight
32.8,33.1,6.43,574.0,45.6,31.3,47.8,southern_blight
31.9,27.9,6.08,439.8,68.7,23.5,44.6,southern_blight
39.7,33.8,6.25,704.0,69.1,27.1,59.7,southern_blight
20.4,27.9,6.24,457.2,54.6,32.1,43.1,southern_blight
23.7,27.6,6.08,688.7,64.5,36.6,34.0,southern_blight
27.6,30.4,6.36,769.0,49.7,34.9,57.2,southern_blight
38.8,27.7,6.18,701.0,66.5,20.6,31.5,southern_blight
28.0,28.6,6.4,586.5,59.9,36.8,51.9,southern_blight
31.7,29.0,6.17,684.2,55.1,21.6,43.3,southern_blight
32.2,30.8,6.37,617.2,49.2,35.0,37.0,southern_blight
36.5,31.5,5.84,478.0,68.4,31.6,44.0,southern_blight
29.7,30.8,6.14,586.8,41.3,25.6,43.0,southern_blight
33.1,33.7,6.67,412.6,48.3,34.7,37.2,southern_blight
34.7,31.2,6.16,624.9,65.0,26.6,41.0,southern_blight
26.0,33.0,5.91,750.6,62.3,20.1,36.3,southern_blight
26.2,27.7,6.79,525.7,44.2,31.8,57.8,southern_blight
28.2,29.5,6.52,764.5,69.8,21.7,41.1,southern_blight
38.6,29.7,6.11,600.6,57.6,29.3,49.9,southern_blight
38.4,33.2,6.22,718.9,58.2,23.5,46.9,southern_blight
29.3,33.5,5.82,673.1,64.6,20.8,44.8,southern_blight
32.1,32.5,6.2,755.6,68.7,23.0,45.0,southern_blight
38.3,32.3,5.93,740.7,65.5,37.4,54.3,southern_blight
36.3,31.4,6.71,551.2,53.9,23.2,32.5,southern_blight
36.6,28.8,6.53,691.4,45.8,39.9,36.4,southern_blight
38.9,26.5,6.72,591.8,53.4,31.4,54.6,southern_blight
35.6,29.5,6.76,780.3,44.0,38.8,41.5,southern_blight
38.6,33.2,6.23,563.8,45.9,20.7,49.6,southern_blight
38.7,30.4,6.13,513.6,40.5,32.3,41.1,southern_blight
36.9,30.9,6.8,552.5,47.3,25.1,46.4,southern_blight
35.7,33.7,6.04,531.1,49.2,38.4,45.3,southern_blight
21.2,30.0,5.87,497.0,61.4,38.5,43.9,southern_blight
38.7,31.5,6.02,729.9,69.8,29.0,40.1,southern_blight
25.3,27.0,5.92,718.0,59.3,33.1,46.9,southern_blight
37.7,27.2,6.35,533.6,47.8,24.3,55.2,southern_blight
21.4,28.7,6.17,653.3,56.5,28.1,55.1,southern_blight
36.2,28.0,6.22,712.8,55.9,37.3,59.6,southern_blight
37.4,32.6,5.82,783.7,48.1,22.0,54.5,southern_blight
29.1,27.0,6.21,681.4,64.6,35.4,44.5,southern_blight
35.1,30.3,6.78,525.7,62.5,24.2,37.4,southern_blight
38.4,27.4,6.46,705.5,66.1,33.8,43.4,southern_blight
33.7,26.1,6.53,651.9,51.2,21.5,45.6,southern_blight
26.8,32.2,6.6,544.8,51.2,21.2,52.1,southern_blight
34.8,28.7,6.79,712.9,41.6,23.3,34.9,southern_blight
39.5,27.5,5.83,512.4,62.9,37.6,54.4,southern_blight
20.4,31.5,6.02,445.0,63.0,24.3,41.5,southern_blight
35.6,28.9,6.68,691.7,63.6,31.1,57.1,southern_blight
33.8,29.9,6.67,783.8,59.8,21.6,55.2,southern_blight
37.7,28.4,5.9,761.6,52.5,33.5,34.9,southern_blight
35.1,33.1,6.31,759.5,62.3,35.3,42.7,southern_blight
33.6,26.7,6.72,477.1,65.6,21.3,36.0,southern_blight
40.0,27.2,6.15,625.5,68.3,36.4,45.5,southern_blight
21.8,28.2,6.67,431.6,67.7,37.8,39.0,southern_blight
33.8,27.6,6.16,444.1,53.7,32.3,50.0,southern_blight
34.6,31.6,6.15,616.5,53.6,39.8,52.1,southern_blight
31.7,27.9,6.09,712.3,67.9,33.8,50.0,southern_blight
24.2,27.8,6.31,570.1,40.5,39.8,32.1,southern_blight
33.0,26.3,6.6,664.6,60.0,30.7,48.7,southern_blight
35.2,31.8,6.69,429.2,58.8,39.6,59.4,southern_blight
21.3,27.7,6.23,413.4,48.1,27.8,57.8,southern_blight
27.8,31.0,6.78,410.3,64.9,28.4,41.9,southern_blight
34.1,30.4,5.9,622.6,62.6,25.9,55.7,southern_blight
22.4,27.0,5.85,655.4,52.0,36.2,30.6,southern_blight
22.1,28.9,6.08,548.3,64.0,30.0,52.3,southern_blight
31.9,32.4,6.79,674.0,51.3,27.2,42.1,southern_blight
32.4,31.5,6.16,576.5,41.8,20.2,36.1,southern_blight
25.0,34.0,6.73,713.6,67.4,23.8,57.2,southern_blight
28.6,33.4,5.85,646.5,60.4,34.7,45.2,southern_blight
31.0,31.5,6.09,547.7,48.6,22.3,44.4,southern_blight
30.9,26.6,5.84,489.1,66.9,35.6,47.0,southern_blight
21.9,33.7,6.43,438.1,54.6,24.7,52.5,southern_blight
31.7,30.6,6.77,731.1,44.9,37.9,40.9,southern_blight
21.0,30.0,6.15,668.2,64.8,36.1,41.8,southern_blight
24.0,33.2,6.43,529.0,69.4,29.5,39.1,southern_blight
21.1,28.3,6.42,527.8,45.8,37.2,47.6,southern_blight
28.3,31.7,6.43,466.3,53.4,21.5,53.1,southern_blight
37.4,31.7,6.48,567.2,53.9,29.8,33.1,southern_blight
22.8,27.5,6.72,620.6,44.7,27.7,43.8,southern_blight
34.7,31.3,5.97,453.2,40.0,37.6,45.6,southern_blight
33.8,32.8,5.82,586.5,69.4,36.1,49.2,southern_blight
26.5,33.8,6.59,754.0,58.9,29.5,47.1,southern_blight
32.9,33.1,6.75,607.8,66.8,28.5,42.6,southern_blight
31.8,32.5,5.92,422.7,52.2,39.4,42.6,southern_blight
20.8,32.6,5.93,690.9,50.6,39.3,43.7,southern_blight
33.3,32.1,5.89,504.1,44.6,33.1,50.8,southern_blight
20.1,31.4,6.65,502.0,50.1,33.6,38.4,southern_blight
25.3,30.1,6.25,795.6,65.6,27.5,48.3,southern_blight
35.8,29.3,6.36,741.7,61.7,34.4,49.8,southern_blight
20.5,29.1,6.77,680.4,48.7,21.2,32.9,southern_blight
32.3,33.4,5.99,576.2,58.5,35.9,47.9,southern_blight
28.2,31.2,5.81,405.8,63.8,26.6,36.4,southern_blight
33.7,30.9,6.78,404.6,50.5,28.0,41.7,southern_blight
34.2,33.5,6.48,741.6,57.0,30.4,33.0,southern_blight
27.3,28.0,6.59,790.5,41.0,34.8,58.6,southern_blight
39.3,26.9,6.23,453.8,43.9,23.3,46.3,southern_blight
32.7,29.8,6.53,669.9,53.5,38.0,44.8,southern_blight
22.2,33.9,6.73,536.2,51.0,39.8,37.9,southern_blight
25.3,33.6,6.38,755.6,48.5,28.7,41.8,southern_blight
20.7,32.8,6.53,745.4,48.2,37.8,44.7,southern_blight
20.4,31.5,6.6,754.9,57.4,34.3,55.2,southern_blight
21.9,31.9,6.51,416.6,56.0,35.3,42.5,southern_blight
39.5,30.0,6.29,565.9,45.4,26.5,60.0,southern_blight
33.3,26.4,6.12,560.9,65.2,24.7,32.4,southern_blight
20.8,31.8,5.96,716.4,62.1,22.9,48.6,southern_blight
31.6,30.4,5.8,737.4,52.3,38.9,54.8,southern_blight
23.3,29.1,5.81,534.6,50.7,35.0,33.2,southern_blight
32.4,30.5,6.13,500.4,54.6,20.2,41.5,southern_blight
35.9,33.7,5.87,741.8,64.9,20.4,32.8,southern_blight
30.0,27.8,6.15,782.8,65.7,33.7,43.9,southern_blight
25.9,33.6,6.76,604.5,69.7,23.3,32.0,southern_blight
22.8,26.7,6.46,718.8,43.6,22.1,48.9,southern_blight
21.4,32.8,6.54,723.1,45.5,37.2,59.8,southern_blight
35.6,26.3,6.23,537.8,50.5,29.6,48.3,southern_blight
23.4,33.2,5.81,567.1,65.4,29.7,48.5,southern_blight
36.0,32.5,6.08,691.7,64.4,36.6,39.3,southern_blight
33.5,26.3,6.61,550.4,51.6,32.9,45.2,southern_blight
24.5,29.0,6.39,750.4,59.8,34.7,50.8,southern_blight
31.2,28.3,6.56,697.9,61.2,32.3,46.1,southern_blight
34.5,30.6,6.04,636.2,48.8,23.4,47.2,southern_blight
36.0,26.2,6.78,746.2,47.4,33.0,42.9,southern_blight
32.0,33.1,6.68,546.9,51.9,20.9,50.2,southern_blight
21.4,26.8,6.52,663.7,49.0,39.0,49.8,southern_blight
21.8,32.5,5.81,469.6,52.7,22.5,55.9,southern_blight
38.9,33.4,5.97,715.4,57.6,34.7,56.8,southern_blight
25.4,29.8,5.84,490.1,70.0,22.0,41.0,southern_blight
23.6,26.5,6.68,611.3,46.6,33.9,41.1,southern_blight
29.3,33.9,6.18,475.7,51.9,31.7,31.6,southern_blight
23.4,28.1,6.48,508.1,41.5,26.2,51.4,southern_blight
34.6,27.4,6.42,618.7,43.9,34.7,43.1,southern_blight
20.2,32.9,6.39,584.0,60.3,20.7,48.9,southern_blight
24.4,28.6,6.04,474.7,56.5,36.5,55.6,southern_blight
20.9,31.4,6.67,719.1,50.4,26.5,52.8,southern_blight
32.9,31.0,6.55,679.4,50.3,25.6,49.1,southern_blight
20.7,30.8,6.48,516.4,66.2,27.9,46.2,southern_blight
30.6,33.3,6.2,656.7,63.0,23.6,42.5,southern_blight
23.3,28.7,6.34,653.4,43.0,31.7,48.7,southern_blight
29.8,33.3,6.74,690.0,67.4,21.2,54.9,southern_blight
28.2,26.4,6.24,439.6,41.0,24.9,53.2,southern_blight
29.6,32.2,6.63,460.9,69.8,29.1,42.0,southern_blight
31.3,28.4,5.9,611.5,60.3,24.0,52.1,southern_blight
24.1,30.8,5.82,737.0,67.6,28.6,42.7,southern_blight
33.0,33.7,5.94,542.7,65.9,35.4,33.6,southern_blight
29.9,31.5,5.85,641.2,63.0,33.3,59.5,southern_blight
28.0,31.3,5.98,556.7,65.3,36.3,47.1,southern_blight
20.9,30.7,5.91,648.8,52.6,26.7,31.9,southern_blight
30.2,30.8,6.06,796.8,61.9,22.2,57.1,southern_blight
25.8,33.9,5.99,488.1,51.4,33.0,52.2,southern_blight
21.7,28.9,5.92,707.8,42.4,34.7,39.3,southern_blight
33.6,33.2,6.2,584.1,68.9,35.5,55.4,southern_blight
35.8,32.8,6.41,721.9,67.7,34.7,44.5,southern_blight
27.0,32.4,6.3,773.0,61.7,29.4,57.3,southern_blight
21.7,30.7,6.29,711.8,48.7,39.0,55.3,southern_blight
35.3,33.4,6.72,540.6,64.1,27.2,47.4,southern_blight
22.5,31.1,6.29,772.0,44.6,35.9,45.7,southern_blight
29.8,27.7,6.22,717.3,42.5,38.5,50.7,southern_blight
23.1,27.3,6.1,784.2,65.9,20.2,55.1,southern_blight
36.2,30.7,6.2,592.5,45.3,22.2,40.1,southern_blight
31.1,31.7,5.85,511.1,48.0,22.5,40.7,southern_blight
33.9,27.3,6.1,504.4,61.9,27.0,33.9,southern_blight
21.0,33.4,6.09,404.7,43.7,26.9,37.9,southern_blight
26.7,33.8,6.4,774.2,48.3,36.7,36.7,southern_blight
21.0,34.0,6.09,766.3,65.6,30.6,36.6,southern_blight
18.4,26.7,6.72,572.9,48.1,38.1,47.4,verticillium_wilt
16.3,21.7,6.94,516.1,45.3,46.0,31.4,verticillium_wilt
18.4,19.8,6.82,595.7,39.7,33.4,32.7,verticillium_wilt
17.0,25.9,6.33,612.8,45.8,40.4,34.1,verticillium_wilt
28.3,23.6,6.98,382.6,46.0,41.7,32.6,verticillium_wilt
16.2,21.8,6.54,627.4,36.9,44.1,43.8,verticillium_wilt
17.1,24.4,6.74,591.2,40.2,36.1,37.7,verticillium_wilt
20.7,21.3,6.46,565.0,44.7,34.2,41.3,verticillium_wilt
28.1,19.1,6.33,609.3,42.5,31.2,31.5,verticillium_wilt
22.9,18.5,6.13,588.1,41.0,45.1,47.1,verticillium_wilt
25.6,26.7,6.36,570.2,34.9,36.0,42.1,verticillium_wilt
19.7,22.3,6.0,474.7,34.0,39.5,43.9,verticillium_wilt
27.0,28.0,6.5,442.8,30.9,31.2,38.7,verticillium_wilt
29.3,23.3,6.5,407.5,45.7,47.6,31.6,verticillium_wilt
19.2,18.1,6.7,443.3,31.8,30.4,45.1,verticillium_wilt
17.4,20.0,6.3,498.8,49.0,32.4,33.1,verticillium_wilt
24.0,25.0,6.69,376.2,49.8,39.8,34.1,verticillium_wilt
29.0,20.2,6.41,518.8,41.3,41.6,39.9,verticillium_wilt
26.9,22.3,6.24,525.0,46.4,37.4,40.6,verticillium_wilt
20.9,19.2,6.55,455.4,31.2,39.5,47.4,verticillium_wilt
28.5,27.7,6.73,320.6,30.9,46.7,35.1,verticillium_wilt
29.2,26.0,6.43,374.3,42.7,40.1,41.5,verticillium_wilt
16.5,26.8,6.61,440.6,45.4,32.2,41.3,verticillium_wilt
21.4,25.9,6.46,347.8,37.6,35.3,30.1,verticillium_wilt
25.7,24.4,6.19,345.3,42.4,39.4,45.3,verticillium_wilt
19.0,24.7,6.51,605.7,45.1,41.7,37.9,verticillium_wilt
15.5,19.1,6.18,623.9,31.8,40.9,42.8,verticillium_wilt
20.0,21.2,6.8,623.1,31.0,49.4,32.1,verticillium_wilt
15.7,19.0,6.31,413.9,32.2,47.4,36.3,verticillium_wilt
15.8,23.4,6.91,358.5,30.2,41.4,32.8,verticillium_wilt
28.0,24.6,6.11,555.9,31.6,46.6,44.7,verticillium_wilt
25.4,26.8,6.51,419.8,33.3,31.1,35.6,verticillium_wilt
15.6,25.4,6.47,376.3,40.0,47.2,35.4,verticillium_wilt
19.0,21.5,6.02,476.1,44.2,43.6,40.4,verticillium_wilt
21.4,27.8,6.33,341.4,47.9,48.0,33.6,verticillium_wilt
20.3,27.7,6.89,619.5,36.9,49.9,43.7,verticillium_wilt
20.0,19.4,6.06,412.9,37.5,47.5,31.2,verticillium_wilt
28.0,23.4,6.4,541.9,45.3,43.1,45.2,verticillium_wilt
25.5,21.6,6.59,524.0,32.6,49.9,39.9,verticillium_wilt
22.2,18.7,6.58,417.2,31.8,33.7,47.9,verticillium_wilt
26.5,22.8,6.37,638.2,34.3,38.5,39.9,verticillium_wilt
22.7,25.1,6.78,646.0,34.2,35.4,44.8,verticillium_wilt
17.3,25.4,6.73,672.5,38.8,38.5,36.1,verticillium_wilt
29.6,18.3,6.53,378.0,36.0,48.4,49.0,verticillium_wilt
21.7,24.7,6.68,556.4,42.7,33.6,40.0,verticillium_wilt
22.3,24.9,6.87,517.0,33.1,35.2,46.9,verticillium_wilt
24.4,18.3,6.95,611.2,45.0,33.4,39.5,verticillium_wilt
28.8,24.9,6.18,598.2,35.2,31.3,43.2,verticillium_wilt
26.9,23.5,6.73,381.9,45.6,33.8,33.7,verticillium_wilt
26.8,26.5,6.24,667.7,48.0,48.2,43.5,verticillium_wilt
17.9,24.5,6.88,580.2,46.9,42.8,39.3,verticillium_wilt
22.6,20.4,6.71,414.6,47.0,48.5,37.7,verticillium_wilt
24.4,18.1,6.1,677.6,46.7,38.1,43.9,verticillium_wilt
16.4,19.6,6.7,556.0,30.8,47.0,30.7,verticillium_wilt
15.3,22.6,6.41,646.5,45.9,40.8,30.6,verticillium_wilt
25.5,24.0,6.9,455.6,34.7,44.7,46.1,verticillium_wilt
19.0,26.5,6.68,402.8,32.0,38.7,36.0,verticillium_wilt
26.2,21.1,6.48,438.5,48.6,42.6,32.0,verticillium_wilt
25.2,23.4,6.36,413.4,39.7,47.9,38.1,verticillium_wilt
20.6,26.6,6.93,697.1,48.5,47.4,43.5,verticillium_wilt
20.5,20.4,6.28,530.6,36.3,42.6,49.3,verticillium_wilt
27.5,20.5,6.41,663.2,48.0,35.1,41.0,verticillium_wilt
23.1,26.6,6.5,589.7,46.4,43.1,49.7,verticillium_wilt
23.0,23.3,6.46,521.0,30.3,48.7,42.8,verticillium_wilt
22.5,21.0,6.37,585.6,46.9,44.9,36.4,verticillium_wilt
25.3,18.0,6.24,637.8,33.9,48.4,43.9,verticillium_wilt
22.7,27.3,6.92,588.6,41.8,36.9,31.5,verticillium_wilt
27.5,21.2,6.02,679.7,49.3,44.4,49.9,verticillium_wilt
25.7,27.6,6.81,441.4,38.0,44.2,40.2,verticillium_wilt
17.0,21.9,6.12,461.5,37.2,46.8,43.3,verticillium_wilt
23.1,25.3,6.22,453.9,37.4,42.3,42.9,verticillium_wilt
19.2,26.4,6.01,669.9,40.5,44.4,47.8,verticillium_wilt
25.8,22.6,6.98,305.8,48.9,48.0,49.8,verticillium_wilt
29.6,23.2,6.38,506.9,38.2,38.3,32.0,verticillium_wilt
21.4,18.4,6.24,629.1,33.7,42.2,42.3,verticillium_wilt
23.7,26.1,6.58,698.1,31.3,39.1,30.1,verticillium_wilt
22.3,21.6,6.54,428.9,48.1,47.9,31.2,verticillium_wilt
27.8,26.2,6.02,467.9,35.7,38.0,31.1,verticillium_wilt
29.4,21.2,6.46,378.1,39.7,37.8,37.6,verticillium_wilt
15.9,24.7,6.64,597.4,44.7,43.1,41.9,verticillium_wilt
28.1,25.1,6.24,423.2,40.0,37.9,44.0,verticillium_wilt
24.0,27.2,6.69,699.7,49.3,37.9,40.7,verticillium_wilt
27.7,19.4,6.41,658.8,32.6,32.8,30.4,verticillium_wilt
23.8,23.1,6.07,515.3,39.2,48.6,32.1,verticillium_wilt
23.2,20.9,6.67,467.0,40.7,36.3,41.3,verticillium_wilt
29.9,25.5,6.15,400.3,40.5,34.1,33.9,verticillium_wilt
16.8,23.7,6.87,316.2,39.5,41.9,39.0,verticillium_wilt
17.7,25.4,6.9,625.9,50.0,49.8,38.6,verticillium_wilt
29.7,23.3,6.22,540.4,31.9,48.9,30.7,verticillium_wilt
19.7,24.5,6.51,323.2,32.3,44.1,40.1,verticillium_wilt
19.4,23.9,6.29,387.8,32.3,35.6,37.0,verticillium_wilt
18.1,23.3,6.74,623.6,47.4,40.6,43.7,verticillium_wilt
18.5,25.6,6.37,514.0,47.3,41.1,35.9,verticillium_wilt
15.5,18.2,6.39,483.8,48.7,49.4,32.4,verticillium_wilt
20.3,22.8,6.35,525.6,40.2,49.4,42.4,verticillium_wilt
16.5,24.0,6.2,413.4,40.5,48.3,34.9,verticillium_wilt
27.4,18.7,6.38,406.3,37.5,38.6,49.4,verticillium_wilt
19.1,23.1,6.69,575.5,48.5,36.4,33.6,verticillium_wilt
20.8,21.9,6.7,544.0,36.1,42.3,34.8,verticillium_wilt
19.3,18.0,6.56,598.9,34.2,38.6,40.0,verticillium_wilt
18.3,25.2,6.8,327.1,32.2,43.0,41.2,verticillium_wilt
16.5,28.0,6.03,404.0,42.3,46.2,31.6,verticillium_wilt
20.7,21.2,6.55,458.8,49.1,39.1,39.1,verticillium_wilt
23.2,23.0,6.06,442.2,48.3,35.5,35.4,verticillium_wilt
26.8,19.2,6.11,337.5,30.5,36.1,37.3,verticillium_wilt
19.1,21.4,6.73,336.9,37.6,37.5,44.7,verticillium_wilt
21.9,19.9,6.75,561.2,49.1,46.1,42.6,verticillium_wilt
18.6,23.5,6.74,626.1,30.6,38.7,34.0,verticillium_wilt
26.5,21.2,6.69,342.8,42.9,36.9,43.5,verticillium_wilt
29.6,24.6,6.63,358.5,46.5,47.6,45.3,verticillium_wilt
18.8,24.1,6.3,422.4,43.0,37.0,47.7,verticillium_wilt
24.4,26.4,6.14,354.1,33.9,37.7,38.8,verticillium_wilt
15.9,25.7,6.35,376.4,48.5,39.6,44.0,verticillium_wilt
19.0,24.6,6.49,625.0,36.8,40.9,33.3,verticillium_wilt
20.4,18.1,6.1,368.6,39.9,43.3,45.7,verticillium_wilt
18.9,27.0,6.85,580.2,46.7,47.2,40.7,verticillium_wilt
15.8,26.6,6.75,572.4,35.4,46.4,45.1,verticillium_wilt
29.4,20.8,6.97,304.9,41.4,45.6,46.0,verticillium_wilt
25.9,26.3,6.41,472.2,46.3,49.0,46.5,verticillium_wilt
20.9,27.6,6.1,380.8,48.9,41.8,34.6,verticillium_wilt
27.2,20.2,6.48,675.9,30.8,46.0,38.6,verticillium_wilt
20.6,21.2,6.23,356.4,34.4,40.0,43.5,verticillium_wilt
15.8,22.3,6.5,458.7,33.5,41.1,40.4,verticillium_wilt
23.9,27.3,6.14,688.5,44.2,35.1,32.8,verticillium_wilt
28.2,24.2,6.63,473.2,47.6,45.2,35.0,verticillium_wilt
20.5,19.3,6.32,429.1,30.6,43.6,42.7,verticillium_wilt
28.8,24.0,6.12,663.7,33.7,43.1,43.2,verticillium_wilt
18.4,24.4,6.95,498.6,47.1,46.6,30.7,verticillium_wilt
17.3,22.7,6.6,562.4,41.9,38.7,44.7,verticillium_wilt
18.9,23.6,6.68,564.7,49.3,35.8,47.2,verticillium_wilt
25.3,20.6,6.6,362.6,38.7,34.8,44.5,verticillium_wilt
16.6,26.3,6.5,642.4,46.8,43.5,38.2,verticillium_wilt
24.9,27.7,6.19,526.2,41.2,37.0,32.5,verticillium_wilt
15.6,23.7,6.97,402.7,34.5,32.4,38.4,verticillium_wilt
28.3,22.6,6.06,502.7,32.8,46.4,49.1,verticillium_wilt
25.8,24.6,6.5,504.4,43.8,36.2,37.4,verticillium_wilt
16.9,27.4,6.64,421.9,37.7,39.2,39.6,verticillium_wilt
29.4,25.2,6.18,316.4,35.6,32.7,32.5,verticillium_wilt
24.9,25.5,6.56,504.5,44.1,37.1,37.4,verticillium_wilt
22.6,21.2,6.21,653.8,41.2,42.5,40.6,verticillium_wilt
25.0,19.8,6.12,377.3,36.3,42.0,39.7,verticillium_wilt
26.1,19.7,6.21,479.3,34.9,30.5,44.5,verticillium_wilt
19.3,22.6,6.1,689.5,44.3,43.4,40.9,verticillium_wilt
20.7,24.0,6.44,357.9,45.2,46.6,35.7,verticillium_wilt
20.3,24.5,6.2,521.9,36.7,33.5,47.7,verticillium_wilt
22.1,21.5,6.39,512.4,42.8,50.0,41.0,verticillium_wilt
27.9,25.1,6.42,335.4,35.6,40.8,37.6,verticillium_wilt
24.7,22.6,6.13,614.8,46.6,33.8,37.0,verticillium_wilt
23.2,27.6,6.75,699.5,46.3,31.0,36.0,verticillium_wilt
25.4,21.5,6.21,688.0,49.3,40.2,37.6,verticillium_wilt
24.1,21.3,6.26,308.2,42.3,37.4,35.9,verticillium_wilt
19.1,27.0,6.63,369.8,46.2,32.9,48.6,verticillium_wilt
25.9,18.7,6.9,608.2,35.1,32.6,32.0,verticillium_wilt
28.8,22.3,6.2,613.7,49.9,41.5,47.9,verticillium_wilt
29.5,26.0,6.8,455.1,32.9,46.0,36.7,verticillium_wilt
16.0,19.2,6.12,660.6,38.3,33.9,44.1,verticillium_wilt
17.0,20.9,6.03,392.3,42.9,35.9,36.8,verticillium_wilt
29.4,25.3,6.75,697.5,36.0,35.4,45.1,verticillium_wilt
21.8,27.7,6.38,688.8,37.8,40.1,37.1,verticillium_wilt
21.2,18.7,6.45,651.4,39.7,49.9,46.6,verticillium_wilt
