moisture,temperature,ph,ec,nitrogen,phosphorus,potassium,disease
63.8,17.0,6.14,864.4,38.0,27.6,22.8,white_rot
57.3,21.7,6.24,1042.5,35.5,29.3,35.6,white_rot
58.3,19.7,6.33,983.9,27.6,31.6,32.7,white_rot
64.0,19.8,6.49,860.4,36.0,32.6,25.1,white_rot
56.0,18.6,5.58,1082.0,30.2,30.4,27.7,white_rot
49.7,24.6,7.13,659.3,42.2,26.2,49.9,smut
35.8,24.4,7.48,684.1,48.8,30.4,47.0,smut
35.3,24.9,6.32,572.8,54.3,29.3,36.0,smut
43.4,21.6,6.89,515.4,53.9,34.2,46.2,smut
45.4,22.7,6.19,520.7,54.1,39.5,53.2,smut
30.3,21.7,7.34,830.2,42.5,39.4,59.3,smut
30.8,24.3,6.22,795.4,33.4,37.7,42.4,smut
44.9,22.5,7.37,584.0,37.0,31.8,54.7,smut
42.5,21.6,7.3,704.8,44.1,22.3,36.8,smut
39.5,20.2,7.02,684.8,58.4,32.1,57.2,smut
43.2,22.2,6.61,816.9,41.3,21.8,46.5,smut
39.2,20.9,7.36,843.1,51.7,34.0,58.4,smut
39.6,24.2,7.4,747.5,51.3,35.5,56.7,smut
38.1,24.1,6.98,856.4,37.2,36.8,59.1,smut
37.2,23.8,7.5,853.8,53.1,23.6,42.6,smut
47.4,23.1,6.36,707.7,40.6,20.6,32.9,smut
37.2,25.7,7.19,868.1,42.7,37.1,40.6,smut
37.6,20.4,6.69,888.9,54.8,27.7,54.9,smut
44.2,24.4,6.93,770.6,47.5,23.2,41.5,smut
40.4,23.5,7.48,651.6,51.1,21.6,49.3,smut
32.8,24.9,6.37,586.9,56.7,38.9,36.2,smut
38.7,23.8,6.52,822.0,59.5,24.0,45.2,smut
40.0,20.0,6.24,697.0,36.8,39.4,45.6,smut
37.2,22.1,6.97,564.2,53.9,38.4,45.2,smut
43.3,24.6,6.23,851.5,50.2,38.5,56.4,smut
33.7,21.1,6.09,582.4,53.6,26.7,43.6,smut
43.4,25.5,6.48,707.1,52.5,26.9,53.4,smut
40.3,20.8,6.06,827.6,35.3,20.9,32.2,smut
48.5,22.0,7.38,817.4,35.1,34.8,35.1,smut
34.7,24.7,6.31,500.9,53.1,30.9,37.4,smut
49.7,20.8,6.02,878.0,32.2,31.3,31.5,smut
39.2,25.6,6.38,682.7,59.5,39.9,30.5,smut
38.6,24.7,6.0,730.0,45.8,35.9,52.8,smut
46.9,20.1,7.17,890.1,39.7,37.0,52.9,smut
34.6,22.8,7.15,865.5,35.0,35.3,35.3,smut
40.5,25.6,7.16,720.7,42.8,22.7,43.9,smut
38.4,24.1,6.68,852.9,34.5,36.7,50.7,smut
32.3,22.2,7.18,818.8,54.6,39.0,59.5,smut
41.3,23.7,6.17,749.5,38.1,24.0,59.8,smut
40.3,24.8,6.23,896.6,59.8,22.4,39.5,smut
47.7,22.5,7.29,693.1,57.4,36.2,33.2,smut
48.2,24.1,6.41,500.4,52.5,21.3,35.0,smut
31.3,20.2,6.2,868.1,58.9,20.6,30.2,smut
37.5,21.7,6.82,891.9,31.7,28.9,56.4,smut
43.7,25.6,6.73,699.6,58.2,27.7,36.9,smut
33.0,22.6,6.46,530.1,41.8,29.2,41.6,smut
31.2,23.2,6.8,503.8,53.0,21.7,49.3,smut
40.1,20.9,6.95,709.6,34.1,33.8,34.8,smut
43.3,21.5,6.26,601.1,52.0,33.0,52.0,smut
32.2,20.2,6.17,819.3,43.1,20.9,46.4,smut
44.0,23.2,6.87,578.7,58.9,23.7,54.6,smut
30.9,24.3,7.05,693.2,44.4,35.2,33.0,smut
41.1,22.2,7.26,764.8,36.2,27.7,54.5,smut
41.0,23.3,7.22,880.4,43.3,28.0,34.9,smut
44.4,22.1,6.58,819.5,41.5,37.0,44.0,smut
35.7,24.7,6.96,774.4,47.8,28.1,50.4,smut
42.6,23.8,6.64,751.4,53.1,24.9,56.9,smut
31.0,25.3,7.35,846.7,44.7,36.7,59.8,smut
42.1,22.2,6.26,858.4,47.9,34.4,48.6,smut
33.5,24.8,6.43,571.8,32.4,39.9,45.5,smut
39.9,24.6,7.23,630.1,42.9,28.6,56.6,smut
35.3,21.5,6.45,751.9,42.5,30.0,34.5,smut
46.2,25.5,6.79,727.5,59.0,38.6,47.9,smut
31.6,22.7,6.41,785.0,51.7,22.9,56.2,smut
39.6,24.6,6.4,665.2,42.4,21.7,54.6,smut
42.9,24.6,6.22,625.2,48.1,24.1,37.5,smut
35.2,20.4,6.06,588.8,34.8,37.9,43.3,smut
36.6,22.3,6.7,693.0,49.8,30.1,38.3,smut
32.2,23.8,6.18,687.4,50.0,36.3,42.1,smut
43.5,20.2,7.0,828.4,54.1,24.8,33.1,smut
35.3,25.1,6.53,775.3,60.0,32.1,52.4,smut
48.8,22.2,6.58,576.4,45.2,30.5,48.1,smut
34.9,20.8,6.87,890.6,38.0,31.3,51.1,smut
48.7,21.0,6.43,543.9,41.0,37.2,49.3,smut
37.5,20.7,6.6,860.5,56.7,20.2,44.4,smut
40.5,23.6,6.52,756.2,56.7,26.6,37.2,smut
37.2,24.7,6.12,757.4,44.2,20.8,37.9,smut
34.4,22.3,6.94,807.5,55.8,27.1,53.9,smut
44.7,23.6,7.3,706.8,53.8,29.9,33.1,smut
33.3,22.6,7.26,834.3,38.1,29.9,46.2,smut
33.2,20.5,6.56,699.8,49.2,28.9,49.2,smut
33.5,24.8,6.16,861.9,33.4,24.8,57.4,smut
45.1,24.6,7.16,740.1,39.3,37.4,58.1,smut
42.1,20.4,6.41,759.8,49.4,32.1,33.2,smut
32.5,25.3,6.12,677.1,44.0,31.1,46.8,smut
31.9,23.5,6.18,615.6,48.8,26.9,35.8,smut
38.7,21.0,6.6,742.3,37.2,36.0,38.2,smut
31.8,23.7,6.74,721.8,42.5,31.4,56.1,smut
49.2,21.2,6.63,547.1,56.8,21.3,37.5,smut
44.8,22.3,6.09,528.7,58.0,30.8,50.8,smut
41.6,25.2,7.15,720.5,37.5,23.1,53.3,smut
37.2,22.2,6.16,838.9,57.0,31.7,39.7,smut
34.6,25.7,7.33,851.0,45.9,30.0,30.6,smut
43.0,25.8,7.45,675.5,56.4,29.3,30.5,smut
38.3,23.8,7.29,553.9,45.1,24.1,52.3,smut
31.9,23.0,6.14,531.4,34.6,34.6,41.9,smut
40.1,20.2,7.34,689.0,49.6,28.9,36.9,smut
48.4,21.8,6.1,576.1,38.0,40.0,41.2,smut
30.2,25.7,6.92,501.3,42.5,37.6,47.4,smut
44.6,25.3,7.3,567.8,46.7,24.3,50.1,smut
34.1,23.6,6.02,674.5,57.5,34.1,41.2,smut
48.7,20.2,6.79,676.4,55.0,35.4,44.3,smut
47.8,20.2,6.06,624.5,42.2,36.7,34.9,smut
42.2,23.1,6.65,882.7,31.2,29.0,31.9,smut
45.0,20.7,7.42,847.8,53.4,24.4,44.4,smut
49.2,22.7,7.38,681.0,42.4,37.8,49.3,smut
49.9,24.8,6.77,556.3,42.7,36.7,41.2,smut
34.2,22.6,6.52,618.9,39.3,36.0,42.8,smut
30.3,21.3,6.53,767.6,59.1,31.0,32.5,smut
36.8,20.3,6.58,577.3,36.7,29.0,40.6,smut
31.9,20.7,6.54,814.8,54.1,36.1,57.2,smut
38.1,21.1,7.02,823.6,37.8,32.7,54.2,smut
41.9,26.0,7.28,738.4,35.8,38.4,56.6,smut
35.8,22.7,7.12,634.2,38.7,25.5,36.8,smut
32.8,23.1,6.59,705.7,46.7,32.9,38.1,smut
42.4,21.9,6.9,541.7,30.4,38.4,58.0,smut
44.0,23.7,6.89,602.4,53.1,34.5,45.2,smut
37.3,25.1,6.06,633.6,52.2,23.1,49.4,smut
44.7,21.6,6.92,843.0,32.3,35.0,56.4,smut
45.9,24.1,6.21,661.3,33.9,38.7,34.6,smut
31.1,23.3,6.91,516.8,48.3,26.0,45.3,smut
30.6,24.3,7.16,565.7,43.0,38.9,59.0,smut
33.0,23.9,7.04,762.9,31.3,31.8,48.8,smut
36.6,23.3,6.98,858.1,46.5,30.2,45.8,smut
36.9,23.4,7.07,688.1,34.0,27.1,48.5,smut
38.8,21.1,6.06,869.6,53.9,22.1,33.8,smut
42.9,24.2,6.44,696.6,48.5,29.8,30.4,smut
40.4,23.6,6.1,593.3,40.7,35.8,36.5,smut
47.7,20.9,6.55,826.6,47.3,36.0,44.3,smut
44.1,22.1,6.02,626.6,59.7,33.2,35.2,smut
40.7,22.3,7.35,738.6,42.6,29.4,46.8,smut
48.0,22.1,6.33,780.9,35.1,27.7,32.0,smut
32.3,23.3,7.25,797.4,47.0,26.2,47.8,smut
43.6,21.6,6.28,899.5,48.7,30.3,55.5,smut
33.8,25.4,6.82,888.9,55.6,29.2,33.9,smut
33.3,23.9,6.61,720.7,40.5,22.1,59.0,smut
39.5,20.0,7.19,839.8,47.0,27.0,54.9,smut
45.5,23.6,6.98,607.5,56.2,33.2,37.9,smut
33.1,20.7,7.18,574.6,58.6,20.2,39.4,smut
35.6,20.7,6.85,886.0,43.3,30.5,55.6,smut
32.7,23.7,6.7,525.2,59.2,33.2,58.4,smut
40.4,24.9,6.17,773.5,52.1,22.3,33.2,smut
43.4,20.3,6.35,550.2,46.1,26.2,59.1,smut
36.3,20.6,6.56,527.0,38.5,29.1,54.6,smut
35.9,24.6,6.8,567.1,59.6,26.7,39.6,smut
38.3,24.4,6.77,592.4,59.2,38.9,54.8,smut
45.3,25.5,6.15,528.3,47.5,36.4,57.4,smut
36.0,22.0,6.63,537.9,57.5,29.4,59.2,smut
34.3,23.4,6.47,716.4,42.4,36.6,42.3,smut
41.8,23.3,6.37,877.8,55.0,23.5,57.3,smut
39.2,21.7,6.17,896.6,48.2,29.4,32.2,smut
32.6,23.5,7.12,581.9,47.8,32.5,44.8,smut
40.2,21.8,6.1,869.7,60.0,28.1,34.9,smut
30.9,25.1,7.49,567.1,37.9,34.7,32.4,smut
50.0,23.2,6.33,637.2,52.5,21.1,51.3,smut
33.3,20.3,6.74,545.6,44.1,32.4,41.2,smut
32.7,22.8,6.29,752.3,56.0,23.4,31.4,smut
39.0,25.7,6.53,692.2,31.1,39.2,59.6,smut
41.1,23.9,6.47,634.3,48.6,34.7,54.9,smut
39.8,25.9,6.55,811.6,36.2,26.1,51.9,smut
35.9,20.3,6.11,515.9,43.1,31.7,43.5,smut
38.0,22.7,6.13,541.0,44.0,38.8,58.6,smut
49.6,25.0,6.69,731.9,39.6,36.6,54.7,smut
30.7,20.9,7.08,878.4,49.7,24.7,36.8,smut
30.8,20.3,6.41,816.9,42.8,27.5,37.3,smut
43.4,21.2,7.34,728.1,40.0,20.9,33.1,smut
45.6,25.4,7.09,845.9,39.2,33.0,34.3,smut
38.3,22.3,7.2,738.0,34.3,22.6,35.3,smut
30.0,25.4,6.15,656.8,51.8,27.4,31.4,smut
36.3,22.4,7.41,834.4,58.8,39.8,32.8,smut
35.7,24.5,6.53,599.8,36.8,29.4,49.0,smut
49.6,25.5,6.59,745.8,49.7,25.1,49.6,smut
46.0,25.4,7.3,513.0,44.5,34.8,56.8,smut
34.8,22.4,6.09,594.4,31.4,24.5,50.1,smut
46.7,20.8,6.51,795.1,39.7,35.4,56.9,smut
47.1,24.4,6.1,746.7,45.8,35.3,55.0,smut
48.2,21.0,6.9,730.3,35.4,20.0,50.0,smut
39.5,22.3,6.72,872.9,34.6,38.7,56.5,smut
36.0,24.5,6.96,657.1,42.7,20.4,52.7,smut
45.6,25.6,6.27,789.4,58.9,31.1,43.8,smut
31.6,20.9,6.63,684.1,33.0,27.4,39.8,smut
44.6,20.7,7.21,602.3,48.8,33.6,37.1,smut
30.2,23.5,6.35,680.0,48.8,33.4,54.1,smut
48.9,23.9,6.6,742.9,47.5,24.4,46.0,smut
48.5,23.7,6.88,597.2,59.4,34.7,53.4,smut
38.4,24.0,6.58,643.3,31.4,29.8,32.5,smut
32.6,25.6,6.78,538.6,54.5,36.7,31.9,smut
37.6,20.9,6.67,555.3,53.6,35.2,38.2,smut
38.4,21.6,7.01,767.1,55.9,24.9,31.8,smut
34.2,24.7,6.72,708.2,42.9,27.8,40.4,smut
36.4,23.1,7.42,738.8,39.6,22.1,33.4,smut
41.3,23.1,7.27,805.2,59.3,20.2,43.2,smut
46.1,20.4,7.28,842.9,38.3,21.5,32.5,smut
41.8,24.8,7.39,781.2,39.6,30.2,59.6,smut
30.8,25.0,6.58,789.0,31.3,39.5,50.1,smut
34.5,23.1,6.53,522.9,39.6,23.4,43.7,smut
31.7,24.1,6.5,629.4,57.3,29.1,55.6,smut
48.2,25.7,6.05,550.7,56.9,20.2,40.5,smut
30.9,22.8,7.48,502.4,42.0,34.9,46.4,smut
41.5,25.9,6.57,758.3,58.0,28.0,35.8,smut
29.0,33.6,6.56,886.1,68.1,26.5,42.9,black_mold
38.4,29.1,6.47,914.9,58.1,23.4,31.8,black_mold
25.4,33.6,6.27,956.8,45.3,39.9,42.1,black_mold
33.8,30.8,5.92,896.3,49.6,27.3,50.4,black_mold
33.8,30.0,6.04,620.2,69.0,39.9,47.8,black_mold
25.7,33.1,5.89,843.1,41.5,28.7,57.7,black_mold
32.2,29.5,6.71,948.9,56.1,21.4,39.2,black_mold
29.8,27.8,6.22,646.3,50.6,34.3,39.7,black_mold
30.1,31.4,6.31,935.6,47.4,30.8,57.2,black_mold
25.8,27.9,6.21,663.5,52.8,23.8,41.7,black_mold
36.7,30.7,5.81,800.8,45.6,37.3,40.3,black_mold
31.0,32.3,6.47,771.4,65.7,26.3,55.5,black_mold
38.8,29.8,6.05,623.4,42.4,24.4,43.6,black_mold
29.6,29.1,5.81,778.7,42.4,24.4,39.7,black_mold
35.5,33.6,6.21,932.5,61.6,25.2,39.3,black_mold
33.9,30.5,6.59,639.2,47.0,33.4,56.8,black_mold
34.4,27.6,6.02,797.2,64.8,39.3,49.3,black_mold
34.7,32.8,6.38,901.0,57.3,35.2,58.4,black_mold
38.5,33.2,5.92,870.2,43.3,35.6,60.0,black_mold
27.4,29.3,6.69,619.5,48.5,30.4,41.3,black_mold
27.2,33.0,6.19,990.0,53.2,24.0,36.1,black_mold
33.7,29.1,6.3,669.6,62.0,28.7,37.7,black_mold
28.4,26.6,6.41,704.7,62.8,24.6,57.0,black_mold
32.8,29.0,6.34,920.4,62.0,24.2,42.6,black_mold
26.7,27.8,6.01,863.4,56.7,34.3,53.1,black_mold
26.4,31.0,5.94,741.2,58.2,24.9,48.2,black_mold
26.6,31.9,6.64,626.9,41.7,34.2,48.3,black_mold
30.0,33.0,6.22,932.1,47.4,31.9,30.9,black_mold
39.5,30.3,6.62,832.1,68.7,23.3,34.2,black_mold
29.8,29.0,6.25,814.6,59.3,39.1,49.0,black_mold
30.5,30.9,6.64,623.8,57.5,35.5,57.5,black_mold
37.5,27.5,5.87,725.0,67.1,32.6,57.5,black_mold
38.4,27.3,6.19,772.5,63.6,20.9,50.4,black_mold
28.5,30.2,5.83,652.0,51.8,20.9,48.3,black_mold
27.3,33.5,6.65,779.0,41.9,22.3,53.2,black_mold
37.8,26.8,6.79,615.1,62.4,39.6,46.7,black_mold
37.4,30.8,6.22,963.7,65.9,32.9,40.8,black_mold
30.1,26.8,6.59,855.4,62.9,23.5,59.2,black_mold
33.3,28.9,5.87,602.6,44.1,29.0,32.0,black_mold
27.3,32.1,6.7,712.0,49.6,39.0,58.2,black_mold
26.2,28.4,6.0,822.4,50.8,38.1,52.7,black_mold
37.0,30.4,6.14,768.8,50.0,33.9,58.0,black_mold
39.2,33.6,6.11,850.1,62.9,31.3,59.0,black_mold
30.8,27.2,6.09,603.7,66.2,27.8,56.7,black_mold
25.5,30.7,6.59,706.1,51.0,24.1,31.7,black_mold
31.3,30.7,6.46,765.7,67.5,23.9,42.4,black_mold
25.9,31.2,6.49,761.7,68.2,29.6,48.5,black_mold
33.6,31.9,6.0,723.5,62.9,32.7,50.4,black_mold
25.3,27.2,5.98,746.0,63.8,28.3,45.7,black_mold
37.8,32.2,5.95,750.4,49.5,20.5,57.4,black_mold
25.0,30.1,6.09,928.4,66.9,36.0,43.1,black_mold
29.8,32.5,6.14,704.4,58.6,28.0,36.3,black_mold
26.3,26.7,6.62,650.3,44.4,27.1,37.2,black_mold
29.8,28.9,6.4,616.9,61.3,33.8,58.5,black_mold
39.6,27.7,6.76,756.5,62.8,22.1,59.8,black_mold
33.8,27.4,6.51,776.1,47.6,28.5,41.1,black_mold
38.9,32.4,6.26,793.4,56.7,25.1,43.5,black_mold
26.4,30.7,6.63,889.9,61.4,33.1,46.0,black_mold
36.5,27.7,6.42,627.3,46.3,38.6,45.2,black_mold
30.1,32.3,6.69,622.5,45.9,24.0,48.2,black_mold
34.1,26.4,6.23,860.0,48.4,25.2,49.6,black_mold
29.8,34.0,6.09,755.2,43.2,26.3,44.9,black_mold
25.9,28.6,6.25,821.5,46.8,26.4,58.7,black_mold
30.2,26.6,6.31,680.6,42.1,27.1,31.2,black_mold
33.9,28.7,6.04,998.1,47.6,31.6,51.7,black_mold
37.6,27.9,5.84,606.7,45.6,33.1,45.0,black_mold
30.5,26.7,5.87,638.3,44.4,23.7,35.3,black_mold
31.9,28.4,6.76,791.6,59.0,39.0,45.8,black_mold
26.2,29.0,6.32,762.5,56.2,32.9,53.2,black_mold
38.2,31.5,6.62,770.9,46.8,27.1,36.2,black_mold
38.7,28.5,6.49,909.4,48.8,26.1,41.9,black_mold
32.8,30.1,6.63,937.9,57.6,32.7,57.4,black_mold
34.7,27.6,6.01,720.3,66.9,27.6,56.4,black_mold
32.3,26.4,5.98,853.8,68.9,32.8,55.5,black_mold
27.7,31.7,6.52,718.4,45.4,31.1,30.2,black_mold
30.6,26.6,5.93,974.6,50.4,33.0,56.4,black_mold
31.9,29.9,6.6,916.4,55.9,35.9,38.4,black_mold
39.0,29.1,6.18,792.0,61.8,29.1,46.9,black_mold
28.6,33.5,6.36,939.9,63.7,29.9,48.1,black_mold
25.7,28.8,6.8,788.5,45.2,29.4,30.3,black_mold
30.6,33.8,6.17,775.1,50.9,21.1,57.2,black_mold
37.0,31.6,5.97,855.8,64.3,23.7,38.3,black_mold
38.1,29.6,6.54,667.4,43.3,28.4,30.2,black_mold
34.0,33.9,6.71,940.1,51.4,36.3,57.4,black_mold
38.3,26.1,5.86,618.2,57.9,30.1,49.9,black_mold
25.7,27.1,6.15,738.6,65.4,22.3,44.3,black_mold
35.3,29.7,6.26,620.0,42.2,27.2,57.2,black_mold
25.9,27.7,6.19,689.3,47.6,35.2,30.5,black_mold
34.3,31.7,6.52,750.4,54.0,25.3,57.6,black_mold
35.7,28.3,5.89,665.0,45.7,31.6,44.8,black_mold
36.9,27.0,6.7,867.8,67.4,30.7,52.9,black_mold
33.5,30.1,5.97,877.8,65.1,21.7,53.4,black_mold
29.7,30.4,6.18,691.7,48.7,33.4,45.7,black_mold
35.6,26.2,5.97,793.7,53.4,27.4,42.2,black_mold
29.6,30.7,6.2,751.6,48.4,24.7,38.2,black_mold
39.7,31.8,5.87,673.9,44.0,31.1,47.5,black_mold
29.8,32.6,6.34,859.2,57.3,31.4,56.9,black_mold
33.7,30.6,5.89,610.5,40.9,22.4,45.5,black_mold
25.1,27.9,6.48,744.0,66.6,36.6,39.8,black_mold
34.5,32.6,5.98,996.7,63.3,26.2,35.8,black_mold
26.9,31.8,5.95,989.7,63.5,32.1,38.3,black_mold
28.9,31.5,6.53,837.4,40.4,33.6,51.7,black_mold
33.6,29.6,6.21,823.4,45.4,21.9,44.4,black_mold
37.3,29.6,6.36,725.7,69.5,34.0,59.4,black_mold
33.3,31.2,6.75,986.8,41.2,25.9,34.2,black_mold
31.0,31.4,5.82,955.0,50.5,30.4,50.8,black_mold
26.4,31.7,6.02,765.8,50.2,21.7,31.3,black_mold
37.6,26.8,6.18,933.6,60.1,22.0,38.0,black_mold
28.0,28.7,6.0,874.7,41.8,33.3,42.8,black_mold
35.5,28.8,6.76,734.7,55.3,28.4,32.3,black_mold
27.1,29.0,6.72,719.4,55.7,39.5,40.8,black_mold
34.0,26.2,6.06,721.6,49.7,34.4,33.5,black_mold
38.2,32.4,6.24,738.5,54.7,31.6,33.7,black_mold
38.0,33.2,6.54,921.5,48.2,24.9,54.3,black_mold
37.3,29.1,6.5,975.6,63.1,26.6,46.3,black_mold
34.6,28.0,6.49,720.1,53.4,21.4,56.6,black_mold
31.2,26.0,6.78,689.7,60.0,33.4,58.2,black_mold
29.1,26.8,5.95,808.8,44.5,39.5,41.8,black_mold
25.9,26.4,6.04,746.0,44.5,27.1,45.5,black_mold
30.4,29.5,6.56,828.2,63.7,28.7,31.1,black_mold
27.0,33.9,6.49,620.8,52.5,31.4,42.2,black_mold
25.3,30.1,5.93,852.9,65.3,39.9,53.3,black_mold
31.7,27.8,5.98,675.6,40.2,34.0,56.3,black_mold
39.4,32.8,5.86,723.6,59.3,26.0,42.1,black_mold
39.5,32.8,6.01,772.1,64.8,24.3,45.0,black_mold
34.6,29.2,6.72,778.7,48.1,34.4,48.6,black_mold
29.6,27.5,6.31,730.4,63.4,23.7,50.9,black_mold
30.9,26.9,6.54,976.7,57.3,24.0,38.9,black_mold
32.4,27.3,6.76,848.4,53.0,38.8,39.4,black_mold
37.8,31.2,6.66,662.6,46.6,25.0,37.7,black_mold
25.3,31.3,6.46,600.2,56.6,36.5,33.6,black_mold
35.0,29.0,5.96,923.4,53.3,23.4,37.6,black_mold
31.7,32.4,6.56,813.7,43.9,36.1,41.5,black_mold
33.5,29.2,6.18,681.4,68.2,33.2,41.0,black_mold
28.7,28.9,6.4,702.2,43.2,30.3,47.2,black_mold
29.1,26.7,6.05,761.3,57.5,20.1,51.9,black_mold
37.3,33.8,6.56,998.4,52.9,31.1,33.5,black_mold
29.5,31.4,6.67,937.9,55.2,24.4,59.8,black_mold
40.0,31.6,6.13,860.1,61.9,28.2,53.0,black_mold
39.6,32.9,6.05,939.0,61.6,20.7,42.5,black_mold
39.5,27.1,5.91,999.2,58.4,26.9,52.5,black_mold
38.2,28.6,6.73,811.0,46.0,29.1,57.7,black_mold
25.2,27.5,6.74,772.4,68.4,26.6,31.5,black_mold
37.7,26.9,6.06,842.1,50.1,37.4,41.4,black_mold
34.6,29.1,6.31,827.4,42.3,39.9,34.4,black_mold
35.3,27.2,6.75,937.0,41.1,27.4,59.8,black_mold
28.2,27.9,6.15,710.2,60.6,34.0,47.2,black_mold
38.3,33.1,6.22,611.9,45.6,30.6,50.4,black_mold
27.2,33.5,5.9,772.3,61.4,21.4,33.0,black_mold
32.3,32.8,6.05,805.8,63.9,30.1,50.5,black_mold
38.0,31.0,6.65,783.1,61.0,38.7,45.2,black_mold
33.9,30.4,6.08,845.9,48.5,36.6,39.1,black_mold
35.2,26.3,5.91,694.8,66.6,31.3,53.0,black_mold
30.8,30.3,6.31,995.3,62.9,35.0,35.1,black_mold
36.2,26.3,6.28,938.1,47.5,22.1,36.8,black_mold
32.0,26.5,6.47,852.9,57.0,30.4,37.8,black_mold
29.8,31.9,6.3,713.9,42.4,33.7,53.1,black_mold
38.5,27.6,6.23,627.7,47.0,21.4,30.3,black_mold
35.0,32.3,6.63,636.0,45.5,27.9,42.2,black_mold
33.9,30.0,6.53,746.5,43.6,31.3,49.6,black_mold
38.0,33.2,6.74,639.2,65.5,38.2,51.7,black_mold
39.9,30.9,6.74,720.2,53.8,25.7,38.9,black_mold
29.7,26.9,6.41,851.6,41.4,39.8,40.7,black_mold
39.7,32.3,6.47,785.5,68.3,38.1,36.8,black_mold
26.2,31.2,6.58,835.6,69.1,24.2,47.2,black_mold
27.3,29.0,6.67,793.4,68.7,34.2,43.8,black_mold
25.2,30.7,6.24,727.3,50.8,34.9,49.6,black_mold
26.1,33.3,6.62,910.0,51.9,28.4,43.9,black_mold
39.0,31.0,6.63,907.9,44.9,27.4,37.4,black_mold
31.7,29.6,6.34,686.8,52.4,39.0,51.3,black_mold
32.9,28.3,6.26,646.4,64.6,35.8,45.0,black_mold
30.6,32.7,6.49,626.4,56.0,39.0,58.2,black_mold
26.6,33.5,6.13,924.1,42.2,23.3,34.3,black_mold
36.2,32.6,6.75,684.2,43.0,27.4,34.4,black_mold
38.1,33.9,6.2,868.5,55.2,28.3,59.3,black_mold
38.2,33.4,6.05,641.2,44.4,29.1,52.1,black_mold
27.8,31.3,6.7,670.1,53.7,29.8,41.1,black_mold
38.5,31.5,6.62,905.4,65.4,39.7,57.2,black_mold
26.0,28.6,6.2,779.4,52.9,24.8,52.6,black_mold
35.3,30.6,6.2,629.9,49.8,35.2,46.6,black_mold
31.4,26.8,6.69,977.5,65.7,36.5,30.6,black_mold
27.1,29.8,6.57,943.1,49.7,20.2,57.3,black_mold
36.3,27.1,6.47,802.2,47.9,21.1,48.9,black_mold
39.1,26.2,5.92,823.2,67.8,31.7,33.1,black_mold
25.9,32.2,6.22,989.3,61.9,21.5,43.6,black_mold
25.8,28.7,6.36,871.5,47.9,35.4,46.1,black_mold
39.3,32.3,5.85,772.8,63.1,24.0,36.9,black_mold
30.7,33.9,5.82,999.0,53.3,27.5,32.5,black_mold
38.2,31.0,6.56,952.0,62.6,34.8,54.5,black_mold
28.0,26.2,6.15,928.3,45.1,39.9,33.7,black_mold
25.1,30.4,5.88,604.0,41.1,28.8,42.7,black_mold
28.9,30.1,6.41,840.1,62.3,23.6,35.7,black_mold
38.7,27.4,6.4,673.0,63.0,24.8,34.2,black_mold
33.7,31.4,6.31,866.5,60.5,34.9,51.9,black_mold
37.7,28.2,6.39,959.3,64.1,37.0,50.4,black_mold
35.9,32.5,6.7,688.0,62.5,38.5,32.3,black_mold
30.5,27.2,6.69,754.7,64.3,21.7,31.3,black_mold
33.7,33.0,6.72,862.2,53.9,37.1,60.0,black_mold
30.3,26.3,5.84,615.5,45.1,29.1,38.3,black_mold
29.9,32.4,6.69,860.8,56.8,33.2,44.6,black_mold
79.4,19.4,6.19,940.1,17.1,25.6,25.6,neck_rot
73.6,23.5,5.76,1091.2,23.9,34.3,20.3,neck_rot
74.0,23.8,6.36,809.2,23.6,22.3,13.4,neck_rot
75.4,20.3,6.07,938.3,20.0,21.6,18.9,neck_rot
73.1,23.8,5.62,966.1,27.8,28.2,12.6,neck_rot
63.0,19.0,6.15,873.8,19.5,20.1,30.0,neck_rot
73.0,21.8,5.76,1016.8,28.6,21.6,28.8,neck_rot
71.9,22.4,5.8,819.6,18.9,27.1,12.8,neck_rot
71.2,19.4,6.03,1076.0,25.9,30.4,11.8,neck_rot
73.8,23.4,5.75,1162.4,19.4,38.3,13.4,neck_rot
64.5,21.9,6.02,854.4,18.2,28.1,12.7,neck_rot
77.3,19.8,6.29,887.0,25.6,36.3,17.3,neck_rot
71.1,18.8,6.04,950.3,25.5,22.6,19.5,neck_rot
61.8,20.1,6.18,938.5,28.4,24.7,26.7,neck_rot
70.8,21.9,5.53,839.2,17.6,20.3,15.0,neck_rot
69.1,22.4,6.32,1115.0,12.8,36.1,20.4,neck_rot
69.0,19.7,5.59,946.5,23.1,23.7,18.1,neck_rot
77.3,23.8,5.87,1109.4,27.4,36.0,23.2,neck_rot
77.9,22.5,5.79,1054.3,24.8,20.7,13.1,neck_rot
72.5,23.1,5.86,818.5,27.3,33.6,28.5,neck_rot
71.1,22.9,5.73,979.1,19.1,25.8,12.7,neck_rot
64.6,18.3,5.57,1078.9,27.6,31.0,18.4,neck_rot
79.9,20.3,5.7,1180.8,12.2,22.2,17.6,neck_rot
67.1,21.0,6.28,1060.9,15.7,32.2,17.0,neck_rot
79.4,23.4,6.05,1006.7,25.8,36.5,18.5,neck_rot
78.6,21.0,5.99,855.7,20.2,39.7,22.9,neck_rot
77.4,19.3,6.44,1061.7,19.5,25.8,23.9,neck_rot
67.2,18.5,5.98,1049.8,29.6,29.6,24.7,neck_rot
71.4,18.9,6.04,1015.7,11.8,20.9,24.6,neck_rot
